Rung_StartingCapital,ProjectionID,Seed,Months,EngineVersion,ProjectionInGold,Survived,FinalCash,FinalTotal,EvictionCount,Command
5500000,1201,25,240,0.6.0,yes,1,572561.92,1283031.04,0,python app/src/simulation.py --env <db> --projection-id 1201 --seed 25 --months 240
6000000,1202,1,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 1 --months 240
6000000,1202,2,240,0.6.0,yes,1,540625.48,1123096.00,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 2 --months 240
6000000,1202,3,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 3 --months 240
6000000,1202,4,240,0.6.0,yes,1,41965.50,349675.12,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 4 --months 240
6000000,1202,5,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 5 --months 240
6000000,1202,6,240,0.6.0,yes,1,192747.02,720088.34,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 6 --months 240
6000000,1202,7,240,0.6.0,yes,1,849363.95,1443466.55,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 7 --months 240
6000000,1202,8,240,0.6.0,yes,1,832023.42,1380018.78,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 8 --months 240
6000000,1202,9,240,0.6.0,yes,1,333778.31,863863.19,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 9 --months 240
6000000,1202,10,240,0.6.0,yes,1,98741.03,559285.79,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 10 --months 240
6000000,1202,11,240,0.6.0,yes,1,810198.75,1350975.87,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 11 --months 240
6000000,1202,12,240,0.6.0,yes,1,295149.99,941952.03,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 12 --months 240
6000000,1202,13,240,0.6.0,yes,1,1073444.21,1670183.45,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 13 --months 240
6000000,1202,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 14 --months 240
6000000,1202,15,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 15 --months 240
6000000,1202,16,240,0.6.0,yes,1,544011.73,1126599.13,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 16 --months 240
6000000,1202,17,240,0.6.0,yes,1,44525.03,433178.49,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 17 --months 240
6000000,1202,18,240,0.6.0,yes,1,179897.89,699091.93,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 18 --months 240
6000000,1202,19,240,0.6.0,yes,1,41852.76,498875.10,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 19 --months 240
6000000,1202,20,240,0.6.0,yes,1,183782.65,780792.61,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 20 --months 240
6000000,1202,21,240,0.6.0,yes,1,236682.74,824885.06,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 21 --months 240
6000000,1202,22,240,0.6.0,yes,1,41829.44,399046.58,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 22 --months 240
6000000,1202,23,240,0.6.0,yes,1,265100.13,873847.05,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 23 --months 240
6000000,1202,24,240,0.6.0,yes,1,1127580.24,1830227.28,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 24 --months 240
6000000,1202,25,240,0.6.0,yes,1,2168643.80,3008872.32,0,python app/src/simulation.py --env <db> --projection-id 1202 --seed 25 --months 240
6500000,1203,1,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 1 --months 240
6500000,1203,2,240,0.6.0,yes,1,395712.13,1000786.21,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 2 --months 240
6500000,1203,3,240,0.6.0,yes,1,47474.06,126379.84,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 3 --months 240
6500000,1203,4,240,0.6.0,yes,1,45763.38,329127.60,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 4 --months 240
6500000,1203,5,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 5 --months 240
6500000,1203,6,240,0.6.0,yes,1,104577.18,667888.86,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 6 --months 240
6500000,1203,7,240,0.6.0,yes,1,877619.94,1471722.54,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 7 --months 240
6500000,1203,8,240,0.6.0,yes,1,663949.10,1256763.98,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 8 --months 240
6500000,1203,9,240,0.6.0,yes,1,447484.99,979254.19,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 9 --months 240
6500000,1203,10,240,0.6.0,yes,1,411888.94,981987.34,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 10 --months 240
6500000,1203,11,240,0.6.0,yes,1,932342.38,1512384.75,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 11 --months 240
6500000,1203,12,240,0.6.0,yes,1,821245.05,1487603.37,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 12 --months 240
6500000,1203,13,240,0.6.0,yes,1,1099915.17,1666355.85,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 13 --months 240
6500000,1203,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 14 --months 240
6500000,1203,15,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 15 --months 240
6500000,1203,16,240,0.6.0,yes,1,1182880.88,1806566.48,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 16 --months 240
6500000,1203,17,240,0.6.0,yes,1,268941.85,845662.57,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 17 --months 240
6500000,1203,18,240,0.6.0,yes,1,609691.45,1190993.65,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 18 --months 240
6500000,1203,19,240,0.6.0,yes,1,477450.94,1075570.54,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 19 --months 240
6500000,1203,20,240,0.6.0,yes,1,50852.22,659526.20,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 20 --months 240
6500000,1203,21,240,0.6.0,yes,1,466899.22,1055101.54,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 21 --months 240
6500000,1203,22,240,0.6.0,yes,1,403514.19,982999.95,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 22 --months 240
6500000,1203,23,240,0.6.0,yes,1,359468.32,974338.56,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 23 --months 240
6500000,1203,24,240,0.6.0,yes,1,1303383.20,2010649.76,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 24 --months 240
6500000,1203,25,240,0.6.0,yes,1,654135.94,1404562.46,0,python app/src/simulation.py --env <db> --projection-id 1203 --seed 25 --months 240
7000000,1204,1,240,0.6.0,yes,1,109313.59,434629.96,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 1 --months 240
7000000,1204,2,240,0.6.0,yes,1,899120.74,1531565.83,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 2 --months 240
7000000,1204,3,240,0.6.0,yes,1,43788.20,419323.14,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 3 --months 240
7000000,1204,4,240,0.6.0,yes,1,191041.69,764520.97,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 4 --months 240
7000000,1204,5,240,0.6.0,yes,1,503844.55,1031097.19,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 5 --months 240
7000000,1204,6,240,0.6.0,yes,1,648232.21,1249719.73,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 6 --months 240
7000000,1204,7,240,0.6.0,yes,1,354225.14,987538.91,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 7 --months 240
7000000,1204,8,240,0.6.0,yes,1,1314443.04,1924116.44,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 8 --months 240
7000000,1204,9,240,0.6.0,yes,1,463749.17,1018785.89,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 9 --months 240
7000000,1204,10,240,0.6.0,yes,1,651615.21,1257736.89,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 10 --months 240
7000000,1204,11,240,0.6.0,yes,1,754862.76,1363171.44,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 11 --months 240
7000000,1204,12,240,0.6.0,yes,1,300358.88,1044019.52,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 12 --months 240
7000000,1204,13,240,0.6.0,yes,1,958402.48,1542452.34,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 13 --months 240
7000000,1204,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 14 --months 240
7000000,1204,15,240,0.6.0,yes,1,42182.02,322902.90,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 15 --months 240
7000000,1204,16,240,0.6.0,yes,1,841955.15,1538707.77,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 16 --months 240
7000000,1204,17,240,0.6.0,yes,1,536838.05,1148542.49,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 17 --months 240
7000000,1204,18,240,0.6.0,yes,1,1080122.01,1695848.85,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 18 --months 240
7000000,1204,19,240,0.6.0,yes,1,569505.70,1198821.22,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 19 --months 240
7000000,1204,20,240,0.6.0,yes,1,665170.30,1323737.14,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 20 --months 240
7000000,1204,21,240,0.6.0,yes,1,253377.82,888520.66,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 21 --months 240
7000000,1204,22,240,0.6.0,yes,1,627636.08,1237745.48,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 22 --months 240
7000000,1204,23,240,0.6.0,yes,1,932944.24,1547814.48,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 23 --months 240
7000000,1204,24,240,0.6.0,yes,1,1401344.64,2154677.76,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 24 --months 240
7000000,1204,25,240,0.6.0,yes,1,684181.45,1542915.74,0,python app/src/simulation.py --env <db> --projection-id 1204 --seed 25 --months 240
7500000,1205,1,240,0.6.0,yes,1,84524.45,282093.27,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 1 --months 240
7500000,1205,2,240,0.6.0,yes,1,818928.68,1457607.79,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 2 --months 240
7500000,1205,3,240,0.6.0,yes,1,165246.79,773199.07,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 3 --months 240
7500000,1205,4,240,0.6.0,yes,1,171476.82,767302.86,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 4 --months 240
7500000,1205,5,240,0.6.0,yes,1,885041.34,1433196.63,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 5 --months 240
7500000,1205,6,240,0.6.0,yes,1,150899.34,720729.12,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 6 --months 240
7500000,1205,7,240,0.6.0,yes,1,351490.33,1015546.95,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 7 --months 240
7500000,1205,8,240,0.6.0,yes,1,1276561.41,1898608.60,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 8 --months 240
7500000,1205,9,240,0.6.0,yes,1,677684.98,1239000.46,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 9 --months 240
7500000,1205,10,240,0.6.0,yes,1,941420.57,1547542.25,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 10 --months 240
7500000,1205,11,240,0.6.0,yes,1,867151.28,1494323.10,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 11 --months 240
7500000,1205,12,240,0.6.0,yes,1,435027.37,1203219.18,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 12 --months 240
7500000,1205,13,240,0.6.0,yes,1,549418.74,1143560.14,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 13 --months 240
7500000,1205,14,240,0.6.0,yes,1,49124.92,164091.02,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 14 --months 240
7500000,1205,15,240,0.6.0,yes,1,44071.22,221183.16,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 15 --months 240
7500000,1205,16,240,0.6.0,yes,1,1160146.41,1859024.82,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 16 --months 240
7500000,1205,17,240,0.6.0,yes,1,768284.40,1390317.57,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 17 --months 240
7500000,1205,18,240,0.6.0,yes,1,310021.59,968498.48,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 18 --months 240
7500000,1205,19,240,0.6.0,yes,1,638833.17,1318608.11,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 19 --months 240
7500000,1205,20,240,0.6.0,yes,1,681736.86,1379221.74,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 20 --months 240
7500000,1205,21,240,0.6.0,yes,1,1109792.71,1792689.72,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 21 --months 240
7500000,1205,22,240,0.6.0,yes,1,303025.67,919330.76,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 22 --months 240
7500000,1205,23,240,0.6.0,yes,1,835162.74,1478294.57,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 23 --months 240
7500000,1205,24,240,0.6.0,yes,1,1265048.01,2033970.35,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 24 --months 240
7500000,1205,25,240,0.6.0,yes,1,2140258.75,2891281.55,0,python app/src/simulation.py --env <db> --projection-id 1205 --seed 25 --months 240
8000000,1206,1,240,0.6.0,yes,1,84524.45,637969.19,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 1 --months 240
8000000,1206,2,240,0.6.0,yes,1,1265930.21,1928143.19,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 2 --months 240
8000000,1206,3,240,0.6.0,yes,1,47336.09,618787.02,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 3 --months 240
8000000,1206,4,240,0.6.0,yes,1,488775.12,1152883.52,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 4 --months 240
8000000,1206,5,240,0.6.0,yes,1,969682.37,1527314.04,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 5 --months 240
8000000,1206,6,240,0.6.0,yes,1,761098.28,1392460.34,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 6 --months 240
8000000,1206,7,240,0.6.0,yes,1,478440.79,1142497.41,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 7 --months 240
8000000,1206,8,240,0.6.0,yes,1,870875.61,1501787.28,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 8 --months 240
8000000,1206,9,240,0.6.0,yes,1,791765.43,1360100.82,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 9 --months 240
8000000,1206,10,240,0.6.0,yes,1,405238.26,1035674.65,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 10 --months 240
8000000,1206,11,240,0.6.0,yes,1,680238.03,1330167.54,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 11 --months 240
8000000,1206,12,240,0.6.0,yes,1,908961.96,1677153.77,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 12 --months 240
8000000,1206,13,240,0.6.0,yes,1,552931.89,1200039.91,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 13 --months 240
8000000,1206,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 14 --months 240
8000000,1206,15,240,0.6.0,yes,1,43896.49,558213.91,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 15 --months 240
8000000,1206,16,240,0.6.0,yes,1,1364503.45,2071827.32,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 16 --months 240
8000000,1206,17,240,0.6.0,yes,1,703430.75,1389743.09,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 17 --months 240
8000000,1206,18,240,0.6.0,yes,1,413775.07,1082170.38,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 18 --months 240
8000000,1206,19,240,0.6.0,yes,1,588195.48,1284741.73,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 19 --months 240
8000000,1206,20,240,0.6.0,yes,1,761532.86,1482283.48,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 20 --months 240
8000000,1206,21,240,0.6.0,yes,1,1113593.71,1769672.53,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 21 --months 240
8000000,1206,22,240,0.6.0,yes,1,553494.06,1177598.42,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 22 --months 240
8000000,1206,23,240,0.6.0,yes,1,456267.36,1119136.12,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 23 --months 240
8000000,1206,24,240,0.6.0,yes,1,1214464.71,1983387.05,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 24 --months 240
8000000,1206,25,240,0.6.0,yes,1,2138730.82,3040271.33,0,python app/src/simulation.py --env <db> --projection-id 1206 --seed 25 --months 240
9000000,1207,1,240,0.6.0,yes,1,1057735.47,1703303.46,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 1 --months 240
9000000,1207,2,240,0.6.0,yes,1,502141.39,1265094.81,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 2 --months 240
9000000,1207,3,240,0.6.0,yes,1,48567.89,483247.90,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 3 --months 240
9000000,1207,4,240,0.6.0,yes,1,596197.39,1295424.56,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 4 --months 240
9000000,1207,5,240,0.6.0,yes,1,316830.67,939700.65,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 5 --months 240
9000000,1207,6,240,0.6.0,yes,1,1299132.15,2000868.57,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 6 --months 240
9000000,1207,7,240,0.6.0,yes,1,1383713.06,2080928.96,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 7 --months 240
9000000,1207,8,240,0.6.0,yes,1,885083.81,1550419.77,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 8 --months 240
9000000,1207,9,240,0.6.0,yes,1,1186657.55,1814215.63,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 9 --months 240
9000000,1207,10,240,0.6.0,yes,1,641699.74,1354055.24,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 10 --months 240
9000000,1207,11,240,0.6.0,yes,1,607533.25,1327074.89,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 11 --months 240
9000000,1207,12,240,0.6.0,yes,1,387525.24,1177508.38,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 12 --months 240
9000000,1207,13,240,0.6.0,yes,1,950065.70,1678569.24,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 13 --months 240
9000000,1207,14,240,0.6.0,yes,1,103357.16,510102.66,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 14 --months 240
9000000,1207,15,240,0.6.0,yes,1,432838.07,1152170.02,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 15 --months 240
9000000,1207,16,240,0.6.0,yes,1,469647.58,1209301.30,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 16 --months 240
9000000,1207,17,240,0.6.0,yes,1,913631.30,1573287.10,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 17 --months 240
9000000,1207,18,240,0.6.0,yes,1,1148803.94,1853037.18,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 18 --months 240
9000000,1207,19,240,0.6.0,yes,1,373671.00,1147343.78,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 19 --months 240
9000000,1207,20,240,0.6.0,yes,1,526010.10,1318084.22,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 20 --months 240
9000000,1207,21,240,0.6.0,yes,1,714393.11,1459248.91,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 21 --months 240
9000000,1207,22,240,0.6.0,yes,1,906896.78,1560455.14,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 22 --months 240
9000000,1207,23,240,0.6.0,yes,1,831725.16,1563164.00,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 23 --months 240
9000000,1207,24,240,0.6.0,yes,1,1046897.57,1868491.54,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 24 --months 240
9000000,1207,25,240,0.6.0,yes,1,1607012.25,2525817.02,0,python app/src/simulation.py --env <db> --projection-id 1207 --seed 25 --months 240
